date,mean,std,ci_hi_95,ci_low_95,aor,var,sim_type,runtime_stamp,description,forecast_start,agency,criminality
2022-12-20 00:00:00,5.719944704319428,2.927304171815327,8.427249521656496,3.0126398869823587,USA,alos_rate,full_fact,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,4.45757848792667,2.085581351056435,6.201168131170608,2.7139888446827296,USA,population,full_fact,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,4.130935198155864,1.2547727621010476,5.44773845467543,2.814131941636302,USA,releases,full_fact,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,3.671351496788449,1.2923612494784937,4.751792539655984,2.590910453920912,USA,beds_in_use,full_fact,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,3.7735094351812424,1.4500564480693159,4.888121490357012,2.658897380005474,USA,los,full_fact,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,0,0,0,0,USA,overflow,full_fact,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,5.024956827531324,2.376560011354496,7.2229082496552035,2.827005405407443,USA,ice_pend,full_fact,1,75%-forecast,2022-12-20 00:00:00,ice,pend
2022-12-20 00:00:00,5.650630118104903,2.2341000918309835,7.716828089351734,3.5844321468580747,USA,ice_crim,full_fact,1,75%-forecast,2022-12-20 00:00:00,ice,crim
2022-12-20 00:00:00,3.3543088695058945,0.3714726355661261,3.9454047277916042,2.7632130112201847,USA,ice_other,full_fact,1,75%-forecast,2022-12-20 00:00:00,ice,other
2022-12-20 00:00:00,5.0497097010971865,2.126958426427259,6.827891445026985,3.2715279571673896,USA,cbp_pend,full_fact,1,75%-forecast,2022-12-20 00:00:00,cbp,pend
2022-12-20 00:00:00,3.518426243846637,1.1839084429020157,4.613358933662398,2.423493554030876,USA,cbp_crim,full_fact,1,75%-forecast,2022-12-20 00:00:00,cbp,crim
2022-12-20 00:00:00,3.1782823633224755,0.7275419203903478,3.8511464151186314,2.5054183115263204,USA,cbp_other,full_fact,1,75%-forecast,2022-12-20 00:00:00,cbp,other
2022-12-20 00:00:00,4.287462909659992,1.4310569224311065,5.387470636606218,3.187455182713765,USA,bookin_rate,full_fact,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,4.695868486823722,2.1734468204585062,6.705971537920134,2.6857654357273075,USA,arrival_time,full_fact,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,4.109347987824055,1.928216124212112,6.132886709994349,2.0858092656537637,USA,releases_dt,full_fact,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,0,0,0,0,USA,overflow_dt,full_fact,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,4.994595315639029,1.7306122259645607,6.595144674809571,3.3940459564684846,USA,alos_rate,alos_span,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,4.9223249732722,1.8478057597279285,6.244165584385945,3.600484362158456,USA,population,alos_span,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,4.1518296418189795,1.422474264673927,6.415303625805329,1.8883556578326304,USA,releases,alos_span,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,4.670450185410329,1.7608178440272644,6.298935082021483,3.041965288799174,USA,beds_in_use,alos_span,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,5.155063184977788,2.0229425799132352,7.278011225801868,3.0321151441537095,USA,los,alos_span,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,0,0,0,0,USA,overflow,alos_span,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,4.442839476988862,2.865199413411824,7.449681856832301,1.4359970971454268,USA,ice_pend,alos_span,1,75%-forecast,2022-12-20 00:00:00,ice,pend
2022-12-20 00:00:00,5.348531528476205,2.5424999957598287,7.302870029802452,3.394193027149959,USA,ice_crim,alos_span,1,75%-forecast,2022-12-20 00:00:00,ice,crim
2022-12-20 00:00:00,3.392509988379112,1.771280674196688,5.591845432243231,1.1931745445149935,USA,ice_other,alos_span,1,75%-forecast,2022-12-20 00:00:00,ice,other
2022-12-20 00:00:00,4.118246196461064,1.5240504100391148,6.010604722054318,2.225887670867812,USA,cbp_pend,alos_span,1,75%-forecast,2022-12-20 00:00:00,cbp,pend
2022-12-20 00:00:00,5.257153981186954,2.0515699331044206,6.972309367448716,3.54199859492519,USA,cbp_crim,alos_span,1,75%-forecast,2022-12-20 00:00:00,cbp,crim
2022-12-20 00:00:00,4.065241954759801,0.7807736144991148,5.0347004426307755,3.095783466888825,USA,cbp_other,alos_span,1,75%-forecast,2022-12-20 00:00:00,cbp,other
2022-12-20 00:00:00,5.092327952686451,2.7866902062063788,7.422059267175596,2.7625966381973033,USA,bookin_rate,alos_span,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,4.163879495719524,1.4709123642597257,5.393593006124477,2.9341659853145705,USA,arrival_time,alos_span,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,4.557655340431205,1.5115530007161686,5.638955218234196,3.4763554626282125,USA,releases_dt,alos_span,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,0,0,0,0,USA,overflow_dt,alos_span,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,4.693908164639049,1.300279680685719,6.058468003383213,3.3293483258948875,USA,alos_rate,bi_span,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,4.293397763284726,1.0871919798574752,5.12908749705544,3.457708029514012,USA,population,bi_span,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,3.818939710370499,2.2219918205492433,5.676571360039757,1.9613080607012399,USA,releases,bi_span,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,5.019565753973619,1.9098094647160864,6.487575261669402,3.5515562462778356,USA,beds_in_use,bi_span,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,5.557610498538676,2.833511609514126,7.92648548577316,3.188735511304189,USA,los,bi_span,1,75%-forecast,2022-12-20 00:00:00,,
2022-12-20 00:00:00,0,0,0,0,USA,overflow,bi_span,1,75%-forecast,2022-12-20 00:00:00,,
